source,url,description,concepts,,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435EA,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context.","[{""text"":""Gottfried Leibniz"",""relevance"":""0.887335"",""dbpedia"":""http://dbpedia.org/resource/Gottfried_Leibniz"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvh6ru5wpEbGdrcN5Y29ycA"",""yago"":""http://yago-knowledge.org/resource/Gottfried_Leibniz""},{""text"":""Gottlob Frege"",""relevance"":""0.769232"",""dbpedia"":""http://dbpedia.org/resource/Gottlob_Frege"",""freebase"":""http://rdf.freebase.com/ns/m.0cz35"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv4kaJ5wpEbGdrcN5Y29ycA"",""yago"":""http://yago-knowledge.org/resource/Gottlob_Frege""},{""text"":""Function"",""relevance"":""0.7476"",""dbpedia"":""http://dbpedia.org/resource/Function""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435EB,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers.","[{""text"":""Natural number"",""relevance"":""0.947933"",""dbpedia"":""http://dbpedia.org/resource/Natural_number"",""freebase"":""http://rdf.freebase.com/ns/m.05d2f"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVie2ZwpEbGdrcN5Y29ycA""},{""text"":""Set"",""relevance"":""0.878775"",""dbpedia"":""http://dbpedia.org/resource/Set_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.06mpr""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435ED,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes.<sup>ï¿½ï¿½ï¿½</sup>","[{""text"":""Function"",""relevance"":""0.972852"",""dbpedia"":""http://dbpedia.org/resource/Function_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.02v_93z"",""yago"":""http://yago-knowledge.org/resource/Function_(mathematics)""},{""text"":""Domain of a function"",""relevance"":""0.74125"",""dbpedia"":""http://dbpedia.org/resource/Domain_of_a_function"",""freebase"":""http://rdf.freebase.com/ns/m.0d9gp""},{""text"":""Functions and mappings"",""relevance"":""0.673789"",""dbpedia"":""http://dbpedia.org/resource/Functions_and_mappings""},{""text"":""Codomain"",""relevance"":""0.670102"",""dbpedia"":""http://dbpedia.org/resource/Codomain"",""freebase"":""http://rdf.freebase.com/ns/m.0d9h4"",""yago"":""http://yago-knowledge.org/resource/Codomain""},{""text"":""Injective function"",""relevance"":""0.656987"",""dbpedia"":""http://dbpedia.org/resource/Injective_function"",""freebase"":""http://rdf.freebase.com/ns/m.0c95n"",""yago"":""http://yago-knowledge.org/resource/Injective_function""},{""text"":""The Domain, Sydney"",""relevance"":""0.534"",""geo"":""-33.86833333333333 151.21472222222224"",""dbpedia"":""http://dbpedia.org/resource/The_Domain,_Sydney"",""freebase"":""http://rdf.freebase.com/ns/m.04bqkd"",""yago"":""http://yago-knowledge.org/resource/The_Domain,_Sydney""},{""text"":""Basic concepts in set theory"",""relevance"":""0.519919"",""dbpedia"":""http://dbpedia.org/resource/Basic_concepts_in_set_theory""},{""text"":""Graph of a function"",""relevance"":""0.51"",""dbpedia"":""http://dbpedia.org/resource/Graph_of_a_function"",""freebase"":""http://rdf.freebase.com/ns/m.0l_1w"",""yago"":""http://yago-knowledge.org/resource/Graph_of_a_function""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435EC,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship.<sup>ï¿½ï¿½ï¿½</sup>","[{""text"":""Key"",""relevance"":""0.842893"",""dbpedia"":""http://dbpedia.org/resource/Key_(music)"",""freebase"":""http://rdf.freebase.com/ns/m.0j8zd"",""yago"":""http://yago-knowledge.org/resource/Key_(music)""},{""text"":""Graph of a function"",""relevance"":""0.794874"",""dbpedia"":""http://dbpedia.org/resource/Graph_of_a_function"",""freebase"":""http://rdf.freebase.com/ns/m.0l_1w"",""yago"":""http://yago-knowledge.org/resource/Graph_of_a_function""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435EE,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.<sup>ï¿½ï¿½ï¿½</sup>,"[{""text"":""Mathematics"",""relevance"":""0.924333"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435EF,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.<sup>ï¿½ï¿½ï¿½</sup>","[{""text"":""Graph of a function"",""relevance"":""0.938079"",""dbpedia"":""http://dbpedia.org/resource/Graph_of_a_function"",""freebase"":""http://rdf.freebase.com/ns/m.0l_1w"",""yago"":""http://yago-knowledge.org/resource/Graph_of_a_function""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435F0,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,"[{""text"":""Function"",""relevance"":""0.901895"",""dbpedia"":""http://dbpedia.org/resource/Function_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.02v_93z"",""yago"":""http://yago-knowledge.org/resource/Function_(mathematics)""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435F1,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions).",[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435F2,Write a function that describes a relationship between two quantities <sup>ï¿½ï¿½ï¿½</sup>,[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435F6,"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.<sup>ï¿½ï¿½ï¿½</sup>","[{""text"":""Geometric progression"",""relevance"":""0.947594"",""dbpedia"":""http://dbpedia.org/resource/Geometric_progression"",""freebase"":""http://rdf.freebase.com/ns/m.03djzg""},{""text"":""Mathematics"",""relevance"":""0.847175"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Sequence"",""relevance"":""0.68"",""dbpedia"":""http://dbpedia.org/resource/Sequence"",""freebase"":""http://rdf.freebase.com/ns/m.06x_d""},{""text"":""Algebra"",""relevance"":""0.647008"",""dbpedia"":""http://dbpedia.org/resource/Algebra"",""freebase"":""http://rdf.freebase.com/ns/m.0pmb"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvpwCDJwpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435F7,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.","[{""text"":""Even and odd functions"",""relevance"":""0.910959"",""dbpedia"":""http://dbpedia.org/resource/Even_and_odd_functions"",""freebase"":""http://rdf.freebase.com/ns/m.02t7y6""},{""text"":""Function"",""relevance"":""0.859111"",""dbpedia"":""http://dbpedia.org/resource/Function_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.02v_93z"",""yago"":""http://yago-knowledge.org/resource/Function_(mathematics)""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435F8,Find inverse functions.,"[{""text"":""Inverse function"",""relevance"":""0.910959"",""dbpedia"":""http://dbpedia.org/resource/Inverse_function"",""freebase"":""http://rdf.freebase.com/ns/m.03vjb""},{""text"":""Injective function"",""relevance"":""0.908637"",""dbpedia"":""http://dbpedia.org/resource/Injective_function"",""freebase"":""http://rdf.freebase.com/ns/m.0c95n"",""yago"":""http://yago-knowledge.org/resource/Injective_function""},{""text"":""Function composition"",""relevance"":""0.878144"",""dbpedia"":""http://dbpedia.org/resource/Function_composition"",""freebase"":""http://rdf.freebase.com/ns/m.01bvfb"",""yago"":""http://yago-knowledge.org/resource/Function_composition""},{""text"":""Surjective function"",""relevance"":""0.866159"",""dbpedia"":""http://dbpedia.org/resource/Surjective_function"",""freebase"":""http://rdf.freebase.com/ns/m.01jz4t"",""yago"":""http://yago-knowledge.org/resource/Surjective_function""},{""text"":""Image"",""relevance"":""0.80599"",""dbpedia"":""http://dbpedia.org/resource/Image_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.02s06c"",""yago"":""http://yago-knowledge.org/resource/Image_(mathematics)""},{""text"":""Continuous function"",""relevance"":""0.749353"",""dbpedia"":""http://dbpedia.org/resource/Continuous_function"",""freebase"":""http://rdf.freebase.com/ns/m.01tz_"",""yago"":""http://yago-knowledge.org/resource/Continuous_function""},{""text"":""Multivalued function"",""relevance"":""0.731654"",""dbpedia"":""http://dbpedia.org/resource/Multivalued_function"",""freebase"":""http://rdf.freebase.com/ns/m.01gg1f"",""yago"":""http://yago-knowledge.org/resource/Multivalued_function""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435FD,(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.,"[{""text"":""Problem solving"",""relevance"":""0.915043"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""},{""text"":""Logarithm"",""relevance"":""0.829845"",""dbpedia"":""http://dbpedia.org/resource/Logarithm"",""freebase"":""http://rdf.freebase.com/ns/m.04jm3""},{""text"":""Exponentiation"",""relevance"":""0.819391"",""dbpedia"":""http://dbpedia.org/resource/Exponentiation"",""freebase"":""http://rdf.freebase.com/ns/m.0pdd2""},{""text"":""Inverse function"",""relevance"":""0.782714"",""dbpedia"":""http://dbpedia.org/resource/Inverse_function"",""freebase"":""http://rdf.freebase.com/ns/m.03vjb""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143602,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).","[{""text"":""Derivative"",""relevance"":""0.952319"",""dbpedia"":""http://dbpedia.org/resource/Derivative"",""freebase"":""http://rdf.freebase.com/ns/m.026k0""},{""text"":""Geometric progression"",""relevance"":""0.826223"",""dbpedia"":""http://dbpedia.org/resource/Geometric_progression"",""freebase"":""http://rdf.freebase.com/ns/m.03djzg""},{""text"":""Mathematics"",""relevance"":""0.746467"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Exponential growth"",""relevance"":""0.701043"",""dbpedia"":""http://dbpedia.org/resource/Exponential_growth"",""freebase"":""http://rdf.freebase.com/ns/m.01b7qb"",""yago"":""http://yago-knowledge.org/resource/Exponential_growth""},{""text"":""Real number"",""relevance"":""0.569626"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Lie group"",""relevance"":""0.553918"",""dbpedia"":""http://dbpedia.org/resource/Lie_group"",""freebase"":""http://rdf.freebase.com/ns/m.04kb4"",""yago"":""http://yago-knowledge.org/resource/Lie_group""},{""text"":""Binary relation"",""relevance"":""0.551573"",""dbpedia"":""http://dbpedia.org/resource/Binary_relation"",""freebase"":""http://rdf.freebase.com/ns/m.018yh"",""yago"":""http://yago-knowledge.org/resource/Binary_relation""},{""text"":""Proportionality"",""relevance"":""0.543128"",""dbpedia"":""http://dbpedia.org/resource/Proportionality_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0l1g0""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435FE,Distinguish between situations that can be modeled with linear functions and with exponential functions.,"[{""text"":""Derivative"",""relevance"":""0.919383"",""dbpedia"":""http://dbpedia.org/resource/Derivative"",""freebase"":""http://rdf.freebase.com/ns/m.026k0""},{""text"":""Linear function"",""relevance"":""0.715193"",""dbpedia"":""http://dbpedia.org/resource/Linear_function"",""freebase"":""http://rdf.freebase.com/ns/m.013t5y"",""yago"":""http://yago-knowledge.org/resource/Linear_function""},{""text"":""Real number"",""relevance"":""0.703619"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Proportionality"",""relevance"":""0.670889"",""dbpedia"":""http://dbpedia.org/resource/Proportionality_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0l1g0""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143603,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.","[{""text"":""Function"",""relevance"":""0.949601"",""dbpedia"":""http://dbpedia.org/resource/Function_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.02v_93z"",""yago"":""http://yago-knowledge.org/resource/Function_(mathematics)""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143604,"For exponential models, express as a logarithm the solution to ab<sup>ct</sup> = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology.","[{""text"":""Exponentiation"",""relevance"":""0.908641"",""dbpedia"":""http://dbpedia.org/resource/Exponentiation"",""freebase"":""http://rdf.freebase.com/ns/m.0pdd2""},{""text"":""Exponential growth"",""relevance"":""0.852144"",""dbpedia"":""http://dbpedia.org/resource/Exponential_growth"",""freebase"":""http://rdf.freebase.com/ns/m.01b7qb"",""yago"":""http://yago-knowledge.org/resource/Exponential_growth""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143605,Interpret the parameters in a linear or exponential function in terms of a context.,"[{""text"":""Derivative"",""relevance"":""0.91225"",""dbpedia"":""http://dbpedia.org/resource/Derivative"",""freebase"":""http://rdf.freebase.com/ns/m.026k0""},{""text"":""Currying"",""relevance"":""0.702495"",""dbpedia"":""http://dbpedia.org/resource/Currying"",""freebase"":""http://rdf.freebase.com/ns/m.01y0t""},{""text"":""Real number"",""relevance"":""0.673027"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Proportionality"",""relevance"":""0.669822"",""dbpedia"":""http://dbpedia.org/resource/Proportionality_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0l1g0""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143607,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.","[{""text"":""Trigonometry"",""relevance"":""0.979385"",""dbpedia"":""http://dbpedia.org/resource/Trigonometry"",""freebase"":""http://rdf.freebase.com/ns/m.07jj9""},{""text"":""Unit circle"",""relevance"":""0.837446"",""dbpedia"":""http://dbpedia.org/resource/Unit_circle"",""freebase"":""http://rdf.freebase.com/ns/m.01d0t8"",""yago"":""http://yago-knowledge.org/resource/Unit_circle""},{""text"":""Number"",""relevance"":""0.716416"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Analytic geometry"",""relevance"":""0.704479"",""dbpedia"":""http://dbpedia.org/resource/Analytic_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.0xmb""},{""text"":""Mathematics"",""relevance"":""0.613396"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Radian"",""relevance"":""0.603952"",""dbpedia"":""http://dbpedia.org/resource/Radian"",""freebase"":""http://rdf.freebase.com/ns/m.06h39""},{""text"":""Real number"",""relevance"":""0.581033"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Euler's formula"",""relevance"":""0.575616"",""dbpedia"":""http://dbpedia.org/resource/Euler's_formula"",""freebase"":""http://rdf.freebase.com/ns/m.02m9q"",""yago"":""http://yago-knowledge.org/resource/Euler's_formula""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143606,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.,"[{""text"":""Trigonometry"",""relevance"":""0.947952"",""dbpedia"":""http://dbpedia.org/resource/Trigonometry"",""freebase"":""http://rdf.freebase.com/ns/m.07jj9""},{""text"":""Angle"",""relevance"":""0.891632"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Radian"",""relevance"":""0.774657"",""dbpedia"":""http://dbpedia.org/resource/Radian"",""freebase"":""http://rdf.freebase.com/ns/m.06h39""},{""text"":""Unit circle"",""relevance"":""0.676172"",""dbpedia"":""http://dbpedia.org/resource/Unit_circle"",""freebase"":""http://rdf.freebase.com/ns/m.01d0t8"",""yago"":""http://yago-knowledge.org/resource/Unit_circle""},{""text"":""Pi"",""relevance"":""0.64638"",""dbpedia"":""http://dbpedia.org/resource/Pi"",""freebase"":""http://rdf.freebase.com/ns/m.05wjw""},{""text"":""Arc"",""relevance"":""0.623327"",""dbpedia"":""http://dbpedia.org/resource/Arc_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.08q5h_"",""yago"":""http://yago-knowledge.org/resource/Arc_(geometry)""},{""text"":""Grad"",""relevance"":""0.610569"",""dbpedia"":""http://dbpedia.org/resource/Grad_(angle)"",""yago"":""http://yago-knowledge.org/resource/Grad_(angle)""},{""text"":""Units of measurement"",""relevance"":""0.601693"",""website"":""http://www.bipm.org/en/si"",""dbpedia"":""http://dbpedia.org/resource/Units_of_measurement"",""freebase"":""http://rdf.freebase.com/ns/m.02sql7"",""yago"":""http://yago-knowledge.org/resource/Units_of_measurement""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143608,"(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for ï¿½ï¿½/3, ï¿½ï¿½/4 and ï¿½ï¿½/6, and use the unit circle to express the values of sine, cosine, and tangent for ï¿½ï¿½-x, ï¿½ï¿½+x, and 2ï¿½ï¿½-x in terms of their values for x, where x is any real number.","[{""text"":""Trigonometry"",""relevance"":""0.959145"",""dbpedia"":""http://dbpedia.org/resource/Trigonometry"",""freebase"":""http://rdf.freebase.com/ns/m.07jj9""},{""text"":""Real number"",""relevance"":""0.768473"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Circle"",""relevance"":""0.767802"",""dbpedia"":""http://dbpedia.org/resource/Circle"",""freebase"":""http://rdf.freebase.com/ns/m.01vkl"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rmSmWUM7yEdmAAAACs0uFOQ""},{""text"":""Tangent"",""relevance"":""0.752916"",""dbpedia"":""http://dbpedia.org/resource/Tangent"",""freebase"":""http://rdf.freebase.com/ns/m.07r7c""},{""text"":""Continued fraction"",""relevance"":""0.751148"",""dbpedia"":""http://dbpedia.org/resource/Continued_fraction"",""freebase"":""http://rdf.freebase.com/ns/m.0cmmj""},{""text"":""Law of cosines"",""relevance"":""0.713936"",""dbpedia"":""http://dbpedia.org/resource/Law_of_cosines"",""freebase"":""http://rdf.freebase.com/ns/m.0dksp""},{""text"":""Unit circle"",""relevance"":""0.643126"",""dbpedia"":""http://dbpedia.org/resource/Unit_circle"",""freebase"":""http://rdf.freebase.com/ns/m.01d0t8"",""yago"":""http://yago-knowledge.org/resource/Unit_circle""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143609,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.,"[{""text"":""Unit circle"",""relevance"":""0.968525"",""dbpedia"":""http://dbpedia.org/resource/Unit_circle"",""freebase"":""http://rdf.freebase.com/ns/m.01d0t8"",""yago"":""http://yago-knowledge.org/resource/Unit_circle""},{""text"":""Trigonometry"",""relevance"":""0.895673"",""dbpedia"":""http://dbpedia.org/resource/Trigonometry"",""freebase"":""http://rdf.freebase.com/ns/m.07jj9""},{""text"":""Circle"",""relevance"":""0.650974"",""dbpedia"":""http://dbpedia.org/resource/Circle"",""freebase"":""http://rdf.freebase.com/ns/m.01vkl"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rmSmWUM7yEdmAAAACs0uFOQ""},{""text"":""Group"",""relevance"":""0.589537"",""dbpedia"":""http://dbpedia.org/resource/Group_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.04xl4""},{""text"":""Circles"",""relevance"":""0.540172"",""dbpedia"":""http://dbpedia.org/resource/Circles""},{""text"":""The Unit"",""relevance"":""0.520828"",""dbpedia"":""http://dbpedia.org/resource/The_Unit"",""freebase"":""http://rdf.freebase.com/ns/m.0b3qgj"",""yago"":""http://yago-knowledge.org/resource/The_Unit""},{""text"":""Trigonometric functions"",""relevance"":""0.49742"",""dbpedia"":""http://dbpedia.org/resource/Trigonometric_functions"",""freebase"":""http://rdf.freebase.com/ns/m.0js_vr0""},{""text"":""Periodic function"",""relevance"":""0.474012"",""dbpedia"":""http://dbpedia.org/resource/Periodic_function"",""freebase"":""http://rdf.freebase.com/ns/m.0k61k"",""yago"":""http://yago-knowledge.org/resource/Periodic_function""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114360A,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.<sup>ï¿½ï¿½ï¿½</sup>","[{""text"":""Mathematics"",""relevance"":""0.903377"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114360C,"(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.<sup>ï¿½ï¿½ï¿½</sup>","[{""text"":""Trigonometric functions"",""relevance"":""0.967714"",""dbpedia"":""http://dbpedia.org/resource/Trigonometric_functions"",""freebase"":""http://rdf.freebase.com/ns/m.0js_vr0""},{""text"":""Inverse function"",""relevance"":""0.683219"",""dbpedia"":""http://dbpedia.org/resource/Inverse_function"",""freebase"":""http://rdf.freebase.com/ns/m.03vjb""},{""text"":""Injective function"",""relevance"":""0.681478"",""dbpedia"":""http://dbpedia.org/resource/Injective_function"",""freebase"":""http://rdf.freebase.com/ns/m.0c95n"",""yago"":""http://yago-knowledge.org/resource/Injective_function""},{""text"":""Function composition"",""relevance"":""0.658608"",""dbpedia"":""http://dbpedia.org/resource/Function_composition"",""freebase"":""http://rdf.freebase.com/ns/m.01bvfb"",""yago"":""http://yago-knowledge.org/resource/Function_composition""},{""text"":""Surjective function"",""relevance"":""0.649619"",""dbpedia"":""http://dbpedia.org/resource/Surjective_function"",""freebase"":""http://rdf.freebase.com/ns/m.01jz4t"",""yago"":""http://yago-knowledge.org/resource/Surjective_function""},{""text"":""Image"",""relevance"":""0.604492"",""dbpedia"":""http://dbpedia.org/resource/Image_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.02s06c"",""yago"":""http://yago-knowledge.org/resource/Image_(mathematics)""},{""text"":""Continuous function"",""relevance"":""0.562015"",""dbpedia"":""http://dbpedia.org/resource/Continuous_function"",""freebase"":""http://rdf.freebase.com/ns/m.01tz_"",""yago"":""http://yago-knowledge.org/resource/Continuous_function""},{""text"":""Multivalued function"",""relevance"":""0.54874"",""dbpedia"":""http://dbpedia.org/resource/Multivalued_function"",""freebase"":""http://rdf.freebase.com/ns/m.01gg1f"",""yago"":""http://yago-knowledge.org/resource/Multivalued_function""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114360B,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.,"[{""text"":""Function"",""relevance"":""0.984067"",""dbpedia"":""http://dbpedia.org/resource/Function_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.02v_93z"",""yago"":""http://yago-knowledge.org/resource/Function_(mathematics)""},{""text"":""Trigonometric functions"",""relevance"":""0.63503"",""dbpedia"":""http://dbpedia.org/resource/Trigonometric_functions"",""freebase"":""http://rdf.freebase.com/ns/m.0js_vr0""},{""text"":""Monotonic function"",""relevance"":""0.60987"",""dbpedia"":""http://dbpedia.org/resource/Monotonic_function"",""freebase"":""http://rdf.freebase.com/ns/m.0cxz7""},{""text"":""Convex function"",""relevance"":""0.56939"",""dbpedia"":""http://dbpedia.org/resource/Convex_function"",""freebase"":""http://rdf.freebase.com/ns/m.01kjxx""},{""text"":""Inverse function"",""relevance"":""0.564836"",""dbpedia"":""http://dbpedia.org/resource/Inverse_function"",""freebase"":""http://rdf.freebase.com/ns/m.03vjb""},{""text"":""Injective function"",""relevance"":""0.554059"",""dbpedia"":""http://dbpedia.org/resource/Injective_function"",""freebase"":""http://rdf.freebase.com/ns/m.0c95n"",""yago"":""http://yago-knowledge.org/resource/Injective_function""},{""text"":""Order theory"",""relevance"":""0.543118"",""dbpedia"":""http://dbpedia.org/resource/Order_theory"",""freebase"":""http://rdf.freebase.com/ns/m.01_jcq""},{""text"":""Functional analysis"",""relevance"":""0.486104"",""dbpedia"":""http://dbpedia.org/resource/Functional_analysis"",""freebase"":""http://rdf.freebase.com/ns/m.02_f0""}]",,,,,,
